_id,term,frequency,kb_id,type
67118a19a620e436ef1365f2,last shoemaker,6,,LOC
67118a19a620e436ef13664d,yd.,3,,LOC
67118a19a620e436ef136677,"rail gang
engr",3,,LOC
67118a19a620e436ef1366c5,"borpro
tex",3,,LOC
67118a19a620e436ef1366c8,finns imputation,3,,LOC
67118a19a620e436ef13670d,insur,15,,LOC
67118a19a620e436ef13675f,mt. foreman,3,,LOC
67118a19a620e436ef1367cf,m.&s.,3,,LOC
67118a19a620e436ef136891,the horn track,6,,LOC
67118a19a620e436ef1368fb,the southern district,6,,LOC
67118a19a620e436ef136a32,moftd lodges,3,,LOC
67118a19a620e436ef136a47,west virginia northern r.r.,3,,LOC
67118a19a620e436ef136a75,mach m d west,3,,LOC
67118a19a620e436ef136bb5,west hood,3,,LOC
67118a19a620e436ef136c75,frbg,6,,LOC
67118a19a620e436ef136cff,north baltimore,129,,LOC
67118a19a620e436ef136d47,aolse,3,,LOC
67118a19a620e436ef136d95,"lawrence
middle
m",3,,LOC
67118a19a620e436ef136dd3,central 35-57,3,,LOC
67118a19a620e436ef136fe2,"b&f
cumb",3,,LOC
67118a19a620e436ef13700c,northeast corner,3,,LOC
67118a19a620e436ef137010,the northeast corner,3,,LOC
67118a19a620e436ef13703d,new mo,3,,LOC
67118a19a620e436ef13711c,"steer
package",3,,LOC
67118a19a620e436ef13712a,"ivorydale
ak",3,,LOC
67118a19a620e436ef137207,north storage track,3,,LOC
67118a1aa620e436ef13724a,cyle,3,,LOC
67118a1aa620e436ef137253,ingrove grove’s,3,,LOC
67118a1aa620e436ef1373a9,yn helper 90,3,,LOC
67118a1aa620e436ef137473,h.s. middle river,3,,LOC
67118a1aa620e436ef13747f,middle river,3,,LOC
67118a1aa620e436ef137512,lf docks,3,,LOC
67118a1aa620e436ef137535,spreparer,3,,LOC
67118a1aa620e436ef13764e,allenwihle allevuville,3,,LOC
67118a1aa620e436ef13769a,n.p. railway,6,,LOC
67118a1aa620e436ef1376ff,"laborer
7-19-46",3,,LOC
67118a1aa620e436ef1377a9,the hill track,3,,LOC
67118a1aa620e436ef1377b9,"laborer 
",3,,LOC
67118a1aa620e436ef137994,east end of,3,,LOC
67118a1aa620e436ef137a3e,"bay 31
date",3,,LOC
67118a1aa620e436ef137a41,bay 31,6,,LOC
67118a1aa620e436ef137aaa,"laborer 
10-",3,,LOC
67118a1aa620e436ef137b69,motor truckop,3,,LOC
67118a1aa620e436ef137b9e,camp ct,3,,LOC
